,sku,name,desc,price,in_stock,type,category,
9832,DLL0040-A,"Open - Dell UltraSharp U3417W 34 ""Curved Monitor DisplayPort miniDisplaport",Reconditioned Curved Monitor WQHD with 4 USB 3.0 ports 2 HDMI 2.0 and 9W speakers for professional Mac and PC,989.99,0,1296,Monitors & Displays,
9859,BNQ0052-A,"Open - PV3200PT Monitor Benq 32 ""4K UHD",Monitor Refurbished pivotable AdobeRGB 99% 100% Rec. 709 and hardware calibration for Mac and PC.,1190,0,1296,Monitors & Displays,
9860,BNQ0061-A,"Open - EW2775ZH Monitor Benq 27 ""FHD HDMI",Reconditioned screen with HDMI BenQ 27-inch for your Mac,189,0,1296,Monitors & Displays,
9861,LGE0065-A,Open - Lg 27UD59-W 4K UHD Monitor DP White,Reconditioned 27-inch monitor with 2 HDMI ports and a Display Port for Mac and PC,409.99,0,1296,Monitors & Displays,
9864,LGE0062-A,Open - Lg-B 32UD59 MONITOR DCI-P3 95% 4K DP HDMI,Monitor Refurbished LG 32UD59-B 4K resolution HDMI and DisplayPort 95% DCI-P3,499,1,1296,Monitors & Displays,
9887,DLL0053,"Dell UltraSharp UP2718Q Monitor 27 ""4K HDR",Monitor 27 inch 4K 4K and 6ms response height adjustable and pivotable.,1869.99,0,1296,Monitors & Displays,
9888,DLL0061,"Dell Monitor S2419HM 238 ""FHD HDMI HDR",Monitor Full HD HDR 238-inch and two HDMI connections for Mac and PC,276.99,0,1296,Monitors & Displays,
9889,DLL0062,"Dell S2719DM Monitor 27 ""QHD HDR HDMI",Monitor 27-inch QHD HDR and two HDMI connections for Mac and PC,483.99,1,1296,Monitors & Displays,
9904,DLL0050-A,"Open - Dell P2418D 24 ""IPS qHD DP HDMI",QHD Monitor with HDMI DisplayPort ports 4 USB 3.0 ports pivotable and adjustable in height,310.99,0,1296,Monitors & Displays,
9920,LGE0066-A,Open - LG 27UD59P-B Monitor 4K UHD DP pivotable,pivotable 27-inch monitor with 2 HDMI ports and a Display Port for Mac and PC,429.99,0,1296,Monitors & Displays,
1511,BNQ0018-A,"(Open) LED Monitor BenQ VW2235H 215 """,Monitor 215 inch high range.,163,0,1298,Monitors & Displays,
1529,LGE0009-A,"Open - 34UM95 LG LCD Monitor 34 ""Ultra WQHD resolution Thunderbolt connection",Monitor ultrapanorámico IPS 21: 9 34-inch Thunderbolt connection and ultra resolution 3440 x 1440,919,0,1298,Monitors & Displays,
1828,APP0338-A,"(Open) Apple Thunderbolt Display 27 ""Monitor Mac",Monitor Display 27-inch Apple Thunderbolt (MC914ZM / A).,1149,0,1298,Monitors & Displays,
2372,BNQ0017-A,"Open - Benq GL2460HM Monitor Full HD 24 ""Black",LCD Monitor 24-inch high-definition HDMI connection for Mac and PC,158,0,1298,Monitors & Displays,
3607,DLL0020-A,"Open - Dell P2416D Monitor 2375 ""QHD IPS DP HDMI VGA",2375 QHD IPS Monitor inches high image quality.,318.23,0,1298,Monitors & Displays,
3686,DLL0025-A,"Open - Dell UltraSharp 27 Monitor UP2716D """,27-inch LED Monitor Marco Slim.,683.99,0,1298,Monitors & Displays,
3806,LGE0028-A,"Open - LG 29UM68-P Monitor 29 ""widescreen IPS UHD Ultra",Monitor 29-inch screen division Adobe 99%.,299,0,1298,Monitors & Displays,
4556,DLL0022-A,"Open - Dell P2715Q 27 ""IPS 4K UHD Monitor sRGB 99%",4K 27-inch IPS monitor sRGB 99% pivotable for creative professionals.,745.36,0,1298,Monitors & Displays,
4666,LGE0029-A,"Open - LG 27UD68-W Monitor 27 ""4K UHD sRGB 99%",IPS Monitor 27-inch 4K Ultra HD for Mac and PC.,599,0,1298,Monitors & Displays,
4744,DLL0031-A,"(Open) Dell U2417H Monitor 238 ""FHD HDMI MHL miniDP DP",Monitor 238 inch FHD sRGB 99% pivotable and rotational movement for Mac and PC.,298.87,0,1298,Monitors & Displays,
4749,BNQ0028-A,"Open - GW2765HT Monitor Benq 27 """,LED 27-inch monitor flicker-free technology and soft blue light mode.,364,0,1298,Monitors & Displays,
4788,LGE0030-A,"Open - LG 25UM58-P Monitor 25 ""widescreen IPS UHD Ultra",Monitor 25-inch UHD IPS cinema format,199,0,1298,Monitors & Displays,
4833,BNQ0039-A,"(Open) LED Monitor Benq GW2470H 238 ""HDMI",LED monitor flicker-inch 238 free technology and soft blue light mode.,139.99,0,1298,Monitors & Displays,
4836,LGE0025-A,"Open - LG 34UC98-W Monitor 34 ""Curved QHD Thunderbolt 2",Monitor 34 inches QHD curved and height adjustable connection Thunderbolt 2.,1099,0,1298,Monitors & Displays,
4842,DLL0008-A,"Open - Dell U2515H Monitor 25 ""LED Slim Marco",25-inch LED Monitor Marco Slim for Mac,418.66,0,1298,Monitors & Displays,
4949,DLL0010-A,"Open - Dell UP2715K IPS Monitor 27 ""5K",Monitor 27-inch IPS 5K.,1040.6,0,1298,Monitors & Displays,
5418,DLL0038-A,"(Open) Dell Monitor P4317Q 425 """" IPS 4K DP mDP 1.2",425 inch monitor for Mac,1166.44,0,1298,Monitors & Displays,
5483,DLL0014-A,"Open - Dell S2715H Monitor 27 ""FHD IPS HDMI VGA",Monitor 27-inch widescreen HD for Mac and PC,347.27,0,1298,Monitors & Displays,
5519,BNQ0032-A,"Open - LED Monitor Benq 238 BL2420PT """,238 LED monitor flicker-free inch to reduce eyestrain,249,0,1298,Monitors & Displays,
5577,LGE0026-A,"Open - 31MU97Z-B LG Monitor 31 ""4K pivotable Thunderbolt 2",31-inch 4K monitor screen split and multiple ports.,1099,0,1298,Monitors & Displays,
5593,DLL0006-A,"(Open) Dell U2414H Monitor 238 ""IPS Marco Slim",238 inch IPS Monitor Marco Slim.,279.99,0,1298,Monitors & Displays,
5711,JAW0041-A,(Open) Jawbone UP2 Lila Activity Monitor,Bluetooth monitor activity and sleep with personal trainer app for iPhone iPad and iPod,119.99,0,1298,Monitors & Displays,
5747,JAW0032-A,(Open) Jawbone UP2 Activity Monitor Black,Bluetooth monitor activity and sleep with personal trainer app for iPhone iPad and iPod,119.99,0,1298,Monitors & Displays,
5905,DLK0088-A,(Open) D-Link DCS 855L Baby Monitor Camera Wi-Fi HD 360,Baby monitors HD camera Wi-Fi App for iPhone and iPad and Mac,169.99,0,1298,Monitors & Displays,
6017,LGE0037-A,"Open - 27UD58-B LG Monitor 27 ""4K UHD DisplayPort",Monitor for gamers and multimedia professional use with two HDMI ports for Mac and PC,429,0,1298,Monitors & Displays,
6117,LGE0038-A,"Open - LG 27UD88-W Monitor 27 ""UHD 4K USB 3.0 USB-C",99% Professional Monitor sRGB color calibrator cable USB-C connection for Mac and PC,599,0,1298,Monitors & Displays,
6182,SAM0110-A,"Open - Samsung S22F350FHU Monitor 22 ""Full HD LED HDMI Black",22 Eco Monitor mode for energy saving super slim design and base circulate for Mac and PC,129.99,0,1298,Monitors & Displays,
6202,BNQ0046-A,Open - BenQ EW2775ZH VA Panel Monitor 27 Slim Speakers 2Wx2,Monitor slim frame 27 Intelligent Brightness technology and integrated speakers for Mac and PC,219.99,0,1298,Monitors & Displays,
6204,LGE0041-A,"Open - LG 38UC99-W Monitor 38 ""UHD 4K USB 3.0 USB-C",Monitor curved 38 inch IPS 4K ultra high definition sRGB99% HDMI USB-C USB 3.0 for Mac and PC,1299,0,1298,Monitors & Displays,
6205,LGE0032-A,"Open - LG 24MP88HV Monitor 24 ""IPS MaxxAudio UltraSlim sRBG 99%",Monitor sRGB99% 24 FHD thin frame 2 speakers and multi functions for Mac and PC,239,0,1298,Monitors & Displays,
6206,DLL0029-A,"Open - Dell U2415 Monitor 24 ""FHD",FHD 24-inch monitor with multiple ports for Mac and PC.,359.37,0,1298,Monitors & Displays,
6238,LGE0024-A,"Open - LG 34UM88-P Monitor 34 ""IPS QHD Thunderbolt 2",Monitor 34 inches Thunderbolt 2 QHD adjustable height Adobe 99% with speakers.,699,0,1298,Monitors & Displays,
6245,LGE0040-A,"Open - LG 24UD58 238-B Monitor ""4K UHD",238 inch monitor with 2 HDMI ports and a Display Port: sleek and slim design with support for Mac and PC ArcLine,349,0,1298,Monitors & Displays,
6284,LGE0042-A,"Open - LG 29UM58-P Monitor 29 ""UHD IPS widescreen Ultra",Monitor 29-inch UHD IPS cinema format sRGB 99% Double HDMI port for Mac and PC,259,0,1298,Monitors & Displays,
6287,BNQ0037-A,"Open - LED Monitor Benq GW2270 215 ""DVI VGA",LED 215-inch monitor flicker-free technology and soft blue light mode.,115,0,1298,Monitors & Displays,
6353,DLK0051-A,Open - D-Link DCS-825L camera Babycam Wi-Fi baby monitor,DLink Camera baby monitors Baby EyeOn controlled App.,227,0,1298,Monitors & Displays,
6372,BNQ0047-A,"Open - Benq PD2700Q Monitor 27 ""QHD 10bit HDMI pivotable",2K monitor 27 for design professionals sRGB 100% 350cd / m2 animation and editing mode for Mac and PC,337,1,1298,Monitors & Displays,
6379,JAW0034-A,Open - Jawbone UP3 Activity Monitor Black,Bluetooth activity monitor recorded sleep data movements and heart rate for iPhone iPad and iPod Touch,179.99,0,1298,Monitors & Displays,
6461,LGE0046-A,"Open - LG 34UM68-P Monitor 34 ""IPS HDMI Speakers WFHD",24 inch monitor IPS ultra-widescreen (21: 9) 99% 2 sRGB HDMI ports adjustable height and inclination for Mac and PC,599,0,1298,Monitors & Displays,
6496,JAW0042-A,Open - Jawbone UP2 Black Rope Activity Monitor,Bluetooth activity monitor that records movements and sleep with personal trainer app for iPhone iPad and iPod,119.99,0,1298,Monitors & Displays,
6663,LGE0019-A,"Open - LG 25UM57-P LCD Monitor 25 ""2560 x 1080",25-inch LCD monitor resolution 2560 x 1080 for Mac and PC,219,0,1298,Monitors & Displays,
6959,LGE0027-A,"Open - 29UC88-B LG Monitor 29 ""QHD Curvy ultrapanorámico",Monitor 29-inch QHD Adobe 99% adjustable height and tilt 2 HDMI ports and speakers for Mac and PC,449,0,1298,Monitors & Displays,
8101,LGE0048-A,"Open - LG 27UD58P-B 27 ""4K UHD HDMI DisplayPort",pivotable monitor for professional gamers and multimedia use with two HDMI ports for Mac and PC,449,0,1298,Monitors & Displays,
8103,BNQ0053-A,"Open - BenQ PD2710QC Monitor 27 ""QHD Design Professional USB-C",27-inch monitor with 100% sRGB-C USB connection adjustable in height and tiltable through 90 degrees for Mac and PC.,679,0,1298,Monitors & Displays,
8670,LGE0061-A,"Open - LG 43UD79-B Monitor 425 ""4K 72% NTSC USB-C Speakers DisplayPort",425 inch monitor 5ms response DisplayPort and USB 4 HDMI connections NTSC-C 72% for Mac and PC,845.99,0,1298,Monitors & Displays,
50,APP0344,"Apple Thunderbolt Display 27 ""Monitor Mac",Monitor Display 27-inch Apple Thunderbolt (MC914ZM / A).,1149,0,1296,Monitors & Displays,
344,TWS0041,Twelve South HiRise iMac and Cinema Display Support,adjustable and adjustable stand with drawer for iMac and Apple Cinema Display.,89.99,0,8696,Monitors & Displays,
404,TWS0048,Twelve South BackPack 3 for iMac and Apple Cinema Display,adjustable and adjustable support for iMac and Apple Cinema Display.,39.99,1,8696,Monitors & Displays,
581,BNQ0024,"BenQ LED Monitor VW2235H 215 """,Monitor 215 inch high range.,129,0,1296,Monitors & Displays,
587,APP0668,AppleCare Protection Plan Apple Display,Apple Care extended warranty Display.,99,0,1231,Monitors & Displays,
608,DLK0057,D-Link DCS-825L camera EyeOn Wi-Fi baby monitor,baby monitor camera with night vision SD card slot motion detector and sound app for iPhone and iPad,227,0,9094,Monitors & Displays,
610,BNQ0023,"Benq GL2460HM Monitor Full HD 24 ""Black",LCD Monitor 24-inch high-definition HDMI connection.,158,0,1296,Monitors & Displays,
659,BNQ0027,"BL2710PT BenQ Monitor 27 ""WQHD resolution for CAD",27-inch WQHD Professional monitor for CAD CAM Mac.,499,0,1296,Monitors & Displays,
803,BNQ0031,"BL3200PT BenQ Monitor 32 ""WQHD resolution for CAD",32-inch WQHD Professional monitor for CAD CAM Mac.,449,0,1296,Monitors & Displays,
816,BNQ0019,"BL2410PT LED Monitor Benq 24 ""Black",Professional Monitor 24-inch HD for Mac and PC.,253,0,1296,Monitors & Displays,
1870,SAM0080,"S27D850T Samsung Monitor 27 """,27-inch LED monitor height adjustment.,519.9,0,1296,Monitors & Displays,
1871,SAM0081,"Samsung Curved Monitor S27D590C 27 """,Monitor LED 27 inch curved and surround sound.,599,0,1296,Monitors & Displays,
1872,SAM0083,"Samsung S22D300HY 215 Monitor """,215 inch LED Monitor Eco energy saving mode.,119,0,1296,Monitors & Displays,
1925,BNQ0035,"BL3201PT Monitor Benq 32 """,LED 32-inch monitor flicker-free to reduce eyestrain.,779,0,1296,Monitors & Displays,
2097,BNQ0034,"GW2765HT Monitor Benq 27 """,LED 27-inch monitor flicker-free technology and soft blue light mode.,364,0,1296,Monitors & Displays,
2138,APP0699,"60W MagSafe 2 Apple MacBook Pro Retina display Charger 13 ""(OEM)",Apple MagSafe Power Charger 2 60W for MacBook Pro Retina 13 inches without original box,89,1,13005399,Monitors & Displays,
2159,JAW0038,Jawbone UP2 Activity Monitor Black,Bluetooth monitor activity and sleep with personal trainer app for iPhone iPad and iPod,119.99,0,11905404,Monitors & Displays,
2201,DLL0008,"Dell P2214H Monitor 215 ""IPS DP 1.2 pivotably",Monitor 215 adjustable inch high vision.,221.43,0,1296,Monitors & Displays,
2252,DLL0012,"Dell U2414H Monitor 238 ""IPS Marco Slim",238 inch IPS Monitor Marco Slim.,269.99,1,1296,Monitors & Displays,
2265,BNQ0038,"LED Monitor Benq 238 BL2420PT """,238 LED monitor flicker-free inch to reduce eyestrain.,239,0,1296,Monitors & Displays,
2266,BNQ0039,"GL2450HT LED Monitor Benq 24 """,LED 24 inch monitor with height adjustable stand.,215,0,1296,Monitors & Displays,
2294,JAW0041,Jawbone UP3 Activity Monitor Plata,Bracelet that records sleep data feed and move to iPhone iPad and iPod Touch.,179.99,0,11905404,Monitors & Displays,
2295,JAW0040,Jawbone UP3 Activity Monitor Black,Bluetooth activity monitor recorded sleep data movements and heart rate for iPhone iPad and iPod Touch,179.99,0,11905404,Monitors & Displays,
2416,DLL0014,"Dell U2515H Monitor 25 ""QHD slim frame 2xHDMI 5xUSB3.0",25-inch monitor sRGB99% pivotable base with tilt shift slim frame and regulation height for Mac and PC,418.66,0,1296,Monitors & Displays,
2417,DLL0009,"Dell P2314H Monitor 23 ""IPS DP 1.2 pivotably",Monitor 23 adjustable inch high vision.,231.11,0,1296,Monitors & Displays,
2418,DLL0010,"Dell P2414H Monitor 238 ""IPS DP 1.2 pivotably",Monitor 238 adjustable inch high vision.,268.62,0,1296,Monitors & Displays,
2419,DLL0015,"Dell U2715H Monitor 27 ""LED Slim Marco",27-inch LED Monitor Marco Slim.,574.99,1,1296,Monitors & Displays,
2420,DLL0016,"Dell UP2715K IPS Monitor 27 ""5K",Monitor 27-inch IPS 5K.,1040.6,0,1296,Monitors & Displays,
2426,DLL0011,"Dell P2714H Monitor 27 ""IPS DP 1.2 pivotably",Monitor 27 adjustable inch high vision.,359.37,0,1296,Monitors & Displays,
2490,IFX0039,iFixit Full Kit Display screen change White iPhone 4,Screen Replacement Kit tools for iPhone 4.,49.99,1,12645406,Monitors & Displays,
2494,IFX0038,iFixit Change Display Full Kit White iPhone 5 screen,Screen Replacement Kit tools for iPhone 5.,79.99,0,12645406,Monitors & Displays,
2519,DLL0025,"Dell E2416H Monitor 24 ""FHD DP VGA TN",Monitor 24 inch adjustable high vision.,193.6,0,1296,Monitors & Displays,
2520,DLL0020,"Monitor Dell S2715H 27 ""FHD IPS HDMI VGA",27-inch widescreen monitor angle 21 degrees FHD with free cable and HDMI / MHL for Mac and PC,347.27,0,1296,Monitors & Displays,
2521,DLL0018,"Monitor Dell S2415H 238 ""FHD IPS HDMI VGA",238 inch monitor dynamic contrast and high definition for Mac and PC,211.75,0,1296,Monitors & Displays,
2522,DLL0022,"Dell E2216H Monitor 215 ""FHD DP VGA TN",Monitor 215 adjustable inch high vision.,173.03,0,1296,Monitors & Displays,
2523,DLL0026,"P2416D Dell Monitor 2375 ""QHD IPS DP HDMI VGA",2375 QHD IPS Monitor inches high image quality.,318.23,0,1296,Monitors & Displays,
2524,DLL0029,"U2913WM Dell 29 ""UltraSharp FHD IPS",Monitor 29-inch Ultra Wide IPS.,531.19,0,1296,Monitors & Displays,
2525,DLL0027,"Dell P2415Q 238 ""4K IPS miniDP DP DP HDMI (MHL)",238 inch IPS monitor optimal resolution 4K sRGB 99% for Mac and PC,563.99,0,1296,Monitors & Displays,
2526,DLL0028,"P2715Q Dell 27 ""Monitor 4K UHD IPS sRGB 99%",4K 27-inch IPS monitor sRGB 99% pivotable for creative professionals.,745.36,0,1296,Monitors & Displays,
2610,JAW0042,Jawbone UP3 Activity Monitor Red,Bracelet that records sleep data feed and move to iPhone iPad and iPod Touch.,179.99,0,11905404,Monitors & Displays,
3003,BNQ0041,"Benq BL2711U 4K Monitor 27 ""RGB 100% Low Blue Light",Professional Monitor 27-inch 4K Mac.,476,0,1296,Monitors & Displays,
3004,BNQ0042,"SW2700PT Monitor Benq 27 ""Professional Photography",Monitor 27 for photographic software professionals IPS technology integrated visor shading for Mac and PC,694,0,1296,Monitors & Displays,
3020,JAW0043,Jawbone UP3 Activity Monitor Blue,Bracelet that records sleep data feed and move to iPhone iPad and iPod Touch.,179.99,0,11905404,Monitors & Displays,
3021,JAW0044,Jawbone UP3 Activity Monitor White / Gold,Bracelet that records sleep data feed and move to iPhone iPad and iPod Touch.,179.99,0,11905404,Monitors & Displays,
3022,JAW0045,Jawbone UP3 Green Activity Monitor,Bracelet that records sleep data feed and move to iPhone iPad and iPod Touch.,179.99,0,11905404,Monitors & Displays,
3055,LGE0022,"LG 27MB85Z-B LCD Monitor 27 ""Thunderbolt",Monitor ultrapanorámico IPS 21: 9 27-inch Thunderbolt connection.,849,0,1296,Monitors & Displays,
3114,LGE0027,"LG 22MB37PU-W LCD Monitor 22 ""1920x1080 White",Monitor 22-inch IPS LED pivotable.,209,0,1296,Monitors & Displays,
3115,LGE0028,"LG 24MB37PM-W LCD Monitor 24 ""1920x1080 White",Monitor 24 inch IPS LED pivotable.,179,0,1296,Monitors & Displays,
3161,LGE0026,"LG 23MP67VQ-P LCD Monitor 23 ""1920 x 1080",Monitor 23-inch IPS 5ms response time.,169,0,1296,Monitors & Displays,
3172,APP0694-A,"Open - Apple (OEM) Charger 85W MagSafe 2 Retina display MacBook Pro 15 """,MagSafe charger 2 of 85 W (MD506Z / A) Without box.,89,0,1298,Monitors & Displays,
3190,LGE0018,"LG 34UM67-P Monitor LCD 34 """,Monitor IPS ultrapanorámico 21: 9 34-inch.,599,0,1296,Monitors & Displays,
3193,LGE0020,"LG 29UC97C-B LCD Monitor curved 29 """,IPS Monitor ultrapanorámico curved 21: 9 29-inch.,569,0,1296,Monitors & Displays,
3214,BNQ0043,"LED Monitor Benq GW2270 215 ""DVI VGA",LED 215-inch monitor flicker-free technology and soft blue light mode.,115,0,1296,Monitors & Displays,
3215,BNQ0044,"LED Monitor Benq GW2270H 215 ""HDMI",LED 215-inch monitor flicker-free technology and soft blue light mode.,104.99,0,1296,Monitors & Displays,
3216,BNQ0045,"LED Monitor Benq GW2470H 238 ""HDMI",LED monitor flicker-inch 238 free technology and soft blue light mode.,139.99,0,1296,Monitors & Displays,
3217,BNQ0046,"Benq GW2870 LED Monitor 28 ""HDMI",LED 28-inch monitor flicker-free technology and soft blue light mode.,199,0,1296,Monitors & Displays,
3392,DLL0030,"Dell UltraSharp Monitor UP2516D 25 ""QHD 2 HDMI HDMI 4 USB3.0",Monitor with slim frame premier technology height adjustable color tilt and rotation pivotable Adobe sRGB 100% for Mac and PC,527.99,1,1296,Monitors & Displays,
3393,DLL0031,"Dell UltraSharp Monitor UP2716D 27 ""QHD 2 HDMI HDMI 4 USB3.0",Monitor with slim frame premier technology height adjustable color tilt and rotation pivotable Adobe sRGB 100% for Mac and PC,683.99,1,1296,Monitors & Displays,
3394,DLL0032,"Dell UltraSharp Monitor UP3216Q 32 ""DP HDMI MDP",Ultra HD resolution monitor premier color 4K technology professional design and animation area multiple connections for Mac and PC,1243.88,0,1296,Monitors & Displays,
3466,SAM0093,"Samsung S22E450F 215 Monitor """,Monitor FHD detachable LED 215 inches.,169.99,0,1296,Monitors & Displays,
3468,SAM0091,"U28E590D Samsung Monitor 28 ""UHD 4K resolution",ultra high definition monitor LED 4K UHD 28 inches.,479.9,0,1296,Monitors & Displays,
